typeid,posx,posy,dir
10004,718,-168,0
6119,741,-121,6
6124,769,-77,0
6124,768,-90,0
6124,754,-85,0
6124,758,-70,0
6120,695,-121,6
6124,736,-130,0
6124,784,-120,0
6124,739,-114,0
6124,732,-122,0
6121,759,-79,6
6124,700,-130,0
6124,686,-125,0
6124,693,-114,0
6124,701,-120,0
6122,673,-79,6
6124,668,-92,0
6124,667,-71,0
6124,686,-74,0
6124,683,-84,0
6102,718,-41,6
6125,676,-54,0
6125,651,-71,0
6125,676,-107,0
6125,692,-94,0
6125,683,-141,0
6125,717,-131,0
6125,717,-115,0
6125,746,-138,0
6125,757,-109,0
6125,743,-98,0
6125,778,-100,0
6125,760,-53,0
6127,696,-61,0
6131,682,-61,0
6127,645,-89,0
6131,658,-98,0
6127,657,-98,0
6131,684,-92,0
6127,682,-93,0
6131,686,-108,0
6127,682,-110,0
6131,686,-135,0
6127,688,-136,0
6131,710,-121,0
6127,710,-125,0
6131,725,-122,0
6127,725,-126,0
6131,734,-139,0
6127,737,-138,0
6131,757,-137,0
6127,745,-106,0
6131,747,-108,0
6127,750,-94,0
6131,753,-98,0
6127,774,-99,0
6131,775,-93,0
6127,789,-74,0
6131,767,-62,0
6127,762,-62,0
6131,726,-35,6
6127,711,-36,6
6131,718,-64,0
6131,718,-64,0
6131,718,-64,0
6127,718,-64,0
6127,718,-64,0
6127,718,-64,0
6127,718,-64,0
6103,718,56,12
6124,696,4,0
6128,702,5,0
6130,702,10,0
6132,696,12,0
6124,737,-1,0
6128,732,0,0
6130,739,9,0
6132,734,9,0
6124,739,35,0
6124,739,29,0
6124,739,23,0
6124,697,22,0
6124,697,31,0
6124,697,39,0
6132,703,59,0
6132,697,65,0
6133,703,59,0
6133,697,65,0
6132,737,61,0
6132,731,52,0
6133,737,52,0
6133,731,61,0
6126,702,89,0
6126,712,89,0
6126,722,89,0
6126,732,89,0
6126,742,89,0
6126,757,83,0
6126,773,75,0
6126,787,73,0
6126,801,73,0
6126,815,84,0
6124,818,174,6
6124,831,226,0
6124,826,234,0
6124,817,234,0
6124,813,228,0
6124,816,219,0
6124,827,219,0
6133,821,201,6
6104,825,301,6
6111,825,312,0
6124,652,183,0
6125,647,186,0
6133,645,195,0
6124,646,216,0
6125,657,212,0
6133,663,207,0
6124,669,200,0
6124,676,201,0
6105,666,240,6
10004,659,234,0
