typeid,posx,posy,dir
10006,-96,635,0
8203,-91,642,8
8207,-99,649,8
8135,-106,619,0
8127,-114,620,0
8134,-118,617,0
8130,-112,614,0
8138,-107,608,0
8126,-123,605,0
8130,-116,602,0
8130,-107,597,0
8139,-125,606,0
8139,-125,619,0
8139,-141,615,0
8139,-155,619,0
8135,-169,639,0
8127,-177,644,0
8134,-178,640,0
8130,-176,636,0
8138,-173,632,0
8130,-191,625,0
8130,-185,625,0
8130,-192,630,0
8135,-207,650,0
8127,-214,654,0
8134,-216,648,0
8130,-211,644,0
8138,-212,650,0
8124,-220,631,0
8125,-210,610,0
8125,-222,565,0
8140,-246,587,0
8140,-250,632,0
8131,-186,674,0
8132,-163,703,0
8135,-156,761,0
8127,-145,762,0
8134,-150,756,0
8130,-158,751,0
8138,-148,749,0
8100,-152,802,0
8101,-123,820,0
8102,-53,910,0
8103,-351,788,0
8104,-202,784,0
8105,-321,682,0
8106,-342,573,0
8107,-722,619,0
8108,-533,703,0
8109,-390,907,0
8110,-451,893,0
8111,-719,891,0
8114,-53,921,6
8148,-292,813,0
8148,-287,813,0
8148,-282,813,0
8148,-277,813,0
8148,-272,813,0
8148,-267,813,0
8148,-262,813,0
8148,-257,813,0
8148,-252,813,0
8148,-247,813,0
8148,-292,800,0
8148,-287,800,0
8148,-282,800,0
8148,-277,800,0
8148,-272,800,0
8148,-267,800,0
8148,-262,800,0
8148,-257,800,0
8148,-252,800,0
8148,-247,800,0
8148,-212,825,0
8148,-220,820,0
8148,-220,827,0
8148,-219,785,0
8148,-220,791,0
8148,-211,787,0
8118,-204,806,6
8115,-730,547,12
8133,-750,615,0
8133,-750,605,0
8133,-750,595,0
8133,-750,585,0
8133,-750,575,0
8133,-750,565,0
8133,-750,555,0
8133,-710,615,0
8133,-710,605,0
8133,-710,595,0
8133,-710,585,0
8133,-710,575,0
8133,-710,565,0
8133,-710,555,0
5382,-286,581,0
5382,-277,601,0
5382,-283,620,0
5382,-304,634,0
5382,-341,634,0
5382,-361,622,0
5382,-370,606,0
8133,-348,582,0
8133,-360,594,0
8133,-360,614,0
8133,-345,626,0
8133,-303,626,0
8133,-287,613,0
8133,-289,589,0
8133,-277,582,0
8133,-270,602,0
8133,-278,627,0
8133,-294,640,0
8133,-343,640,0
8133,-364,613,0
8133,-376,612,0
8133,-375,593,0
8133,-364,574,0
22,-360,844,14
22,-359,847,12
22,-285,881,2
22,-294,910,6
22,-292,910,10
8116,-534,697,4
8119,-442,870,0
8117,-719,968,6
8149,-708,972,6
8127,-712,920,0
8127,-706,926,0
8127,-704,936,0
8127,-709,943,0
8127,-728,945,0
8127,-733,939,0
8127,-734,926,0
8127,-727,919,0
8139,-230,661,0
8139,-243,671,0
8139,-264,679,0
8139,-264,679,0
8139,-264,679,0
8139,-264,679,0
8139,-264,679,0
8137,-333,711,0
8137,-333,711,0
8137,-333,711,0
8130,-317,693,0
8130,-317,693,0
8130,-317,693,0
8126,-320,695,0
8126,-320,695,0
8126,-320,695,0
8120,-385,689,0
8121,-377,687,0
8122,-378,695,0
8123,-377,703,0
8139,-401,694,0
8139,-401,694,0
8139,-401,694,0
8139,-419,695,0
8139,-419,695,0
8139,-419,695,0
8139,-440,697,0
8139,-440,697,0
8139,-440,697,0
8139,-464,699,0
8139,-464,699,0
8139,-464,699,0
8139,-481,701,0
8139,-481,701,0
8139,-481,701,0
8135,-527,670,0
8127,-531,677,0
8134,-526,679,0
8130,-519,681,0
8138,-516,676,0
8135,-520,724,0
8127,-527,727,0
8134,-522,731,0
8130,-516,729,0
8138,-511,726,0
